pattern,strategy,turn,player_action,intent_type,joy_before,trust_before,fear_before,surprise_before,sadness_before,disgust_before,anger_before,anticipation_before,valence_before,arousal_before,dominant_emotion_before,selected_behavior,behavior_type,base_priority,emotional_modifier,effective_priority,priority_override,joy_after,trust_after,fear_after,surprise_after,sadness_after,disgust_after,anger_after,anticipation_after,valence_after,arousal_after,dominant_emotion_after
Betrayal Arc,fixed_priority,7,Player shares secrets and builds intimacy (turn 7),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Betrayal Arc,fixed_priority,8,Player shares secrets and builds intimacy (turn 8),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Betrayal Arc,fixed_priority,9,Player shares secrets and builds intimacy (turn 9),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Betrayal Arc,fixed_priority,10,Player shares secrets and builds intimacy (turn 10),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Betrayal Arc,fixed_priority,11,Player shares secrets and builds intimacy (turn 11),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Betrayal Arc,fixed_priority,12,Player shares secrets and builds intimacy (turn 12),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Betrayal Arc,fixed_priority,13,Player shares secrets and builds intimacy (turn 13),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Betrayal Arc,fixed_priority,14,Player shares secrets and builds intimacy (turn 14),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Betrayal Arc,fixed_priority,15,Player shares secrets and builds intimacy (turn 15),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Betrayal Arc,fixed_priority,16,Player reveals they were lying the whole time and steals from NPC,Hostile,0.900,0.900,0.100,0.000,-0.900,-0.900,-0.100,0.000,0.514,0.475,disgust,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.900,0.900,0.000,-0.200,-0.900,-0.900,-0.000,0.200,0.543,0.500,disgust
Betrayal Arc,fixed_priority,17,Player continues hostile behavior (turn 17),Hostile,0.810,0.810,0.100,-0.180,-0.810,-0.810,-0.100,0.180,0.489,0.475,disgust,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.810,0.810,0.000,-0.380,-0.810,-0.810,-0.000,0.380,0.517,0.500,disgust
Betrayal Arc,fixed_priority,18,Player continues hostile behavior (turn 18),Hostile,0.729,0.729,0.100,-0.342,-0.729,-0.729,-0.100,0.342,0.465,0.475,disgust,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.729,0.729,0.000,-0.542,-0.729,-0.729,-0.000,0.542,0.494,0.500,disgust
Betrayal Arc,fixed_priority,19,Player continues hostile behavior (turn 19),Hostile,0.656,0.656,0.100,-0.488,-0.656,-0.656,-0.100,0.488,0.445,0.475,disgust,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.656,0.656,0.000,-0.688,-0.656,-0.656,-0.000,0.688,0.473,0.500,anticipation
Betrayal Arc,fixed_priority,20,Player continues hostile behavior (turn 20),Hostile,0.590,0.590,0.100,-0.619,-0.590,-0.590,-0.100,0.619,0.426,0.475,anticipation,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.590,0.590,0.000,-0.819,-0.590,-0.590,-0.000,0.819,0.454,0.500,anticipation
Betrayal Arc,fixed_priority,21,Player continues hostile behavior (turn 21),Hostile,0.531,0.531,0.100,-0.737,-0.531,-0.531,-0.100,0.737,0.409,0.475,anticipation,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.531,0.531,0.000,-0.937,-0.531,-0.531,-0.000,0.937,0.438,0.500,anticipation
Betrayal Arc,fixed_priority,22,Player continues hostile behavior (turn 22),Hostile,0.478,0.478,0.100,-0.843,-0.478,-0.478,-0.100,0.843,0.394,0.475,anticipation,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.478,0.478,0.000,-1.000,-0.478,-0.478,-0.000,1.000,0.416,0.489,anticipation
Betrayal Arc,fixed_priority,23,Player continues hostile behavior (turn 23),Hostile,0.430,0.430,0.100,-0.900,-0.430,-0.430,-0.100,0.900,0.375,0.465,anticipation,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.430,0.430,0.000,-1.000,-0.430,-0.430,-0.000,1.000,0.389,0.465,anticipation
Betrayal Arc,fixed_priority,24,Player continues hostile behavior (turn 24),Hostile,0.387,0.387,0.100,-0.900,-0.387,-0.387,-0.100,0.900,0.350,0.444,anticipation,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.387,0.387,0.000,-1.000,-0.387,-0.387,-0.000,1.000,0.364,0.444,anticipation
Betrayal Arc,fixed_priority,25,Player continues hostile behavior (turn 25),Hostile,0.349,0.349,0.100,-0.900,-0.349,-0.349,-0.100,0.900,0.328,0.424,anticipation,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.349,0.349,0.000,-1.000,-0.349,-0.349,-0.000,1.000,0.342,0.424,anticipation
Betrayal Arc,fixed_priority,26,Player attempts reconciliation (turn 26),Friendly,0.464,0.414,0.000,-0.900,-0.464,-0.414,-0.000,0.900,0.379,0.444,anticipation,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.564,0.564,0.000,-0.900,-0.564,-0.564,-0.000,0.900,0.451,0.507,anticipation
Betrayal Arc,fixed_priority,27,Player attempts reconciliation (turn 27),Friendly,0.657,0.607,0.000,-0.810,-0.657,-0.607,-0.000,0.810,0.477,0.519,anticipation,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.757,0.757,0.000,-0.810,-0.757,-0.757,-0.000,0.810,0.549,0.581,anticipation
Betrayal Arc,fixed_priority,28,Player attempts reconciliation (turn 28),Friendly,0.832,0.782,0.000,-0.729,-0.832,-0.782,-0.000,0.729,0.565,0.586,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.932,0.932,0.000,-0.729,-0.932,-0.932,-0.000,0.729,0.637,0.648,disgust
Betrayal Arc,fixed_priority,29,Player attempts reconciliation (turn 29),Friendly,0.989,0.939,0.000,-0.656,-0.989,-0.939,-0.000,0.656,0.644,0.646,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,-0.656,-1.000,-1.000,-0.000,0.656,0.665,0.664,disgust
Betrayal Arc,fixed_priority,30,Player attempts reconciliation (turn 30),Friendly,1.000,1.000,0.000,-0.590,-1.000,-1.000,-0.000,0.590,0.656,0.648,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,-0.590,-1.000,-1.000,-0.000,0.590,0.656,0.648,disgust
Betrayal Arc,random_selection,1,Player shares secrets and builds intimacy (turn 1),Friendly,0.150,0.100,0.000,0.000,-0.150,-0.100,0.000,0.000,0.071,0.062,sadness,JoyfulBehavior,emotional,50,0,50,false,0.200,0.200,0.000,0.000,-0.200,-0.200,0.000,0.000,0.114,0.100,disgust
Betrayal Arc,random_selection,2,Player shares secrets and builds intimacy (turn 2),Friendly,0.330,0.280,0.000,0.000,-0.330,-0.280,0.000,0.000,0.174,0.153,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.430,0.430,0.000,0.000,-0.430,-0.430,0.000,0.000,0.246,0.215,disgust
Betrayal Arc,random_selection,3,Player shares secrets and builds intimacy (turn 3),Friendly,0.537,0.487,0.000,0.000,-0.537,-0.487,0.000,0.000,0.293,0.256,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.537,0.487,0.000,0.000,-0.537,-0.487,0.000,0.000,0.293,0.256,sadness
Betrayal Arc,random_selection,4,Player shares secrets and builds intimacy (turn 4),Friendly,0.633,0.538,0.000,0.000,-0.633,-0.538,0.000,0.000,0.335,0.293,sadness,DefaultAcknowledgeBehavior,neutral,10,0,10,false,0.633,0.538,0.000,0.000,-0.633,-0.538,0.000,0.000,0.335,0.293,sadness
Betrayal Arc,random_selection,5,Player shares secrets and builds intimacy (turn 5),Friendly,0.720,0.584,0.000,0.000,-0.720,-0.584,0.000,0.000,0.373,0.326,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.820,0.734,0.000,0.000,-0.820,-0.734,0.000,0.000,0.444,0.389,sadness
Betrayal Arc,random_selection,6,Player shares secrets and builds intimacy (turn 6),Friendly,0.888,0.761,0.000,0.000,-0.888,-0.761,0.000,0.000,0.471,0.412,sadness,DefaultAcknowledgeBehavior,neutral,10,0,10,false,0.888,0.761,0.000,0.000,-0.888,-0.761,0.000,0.000,0.471,0.412,sadness
Betrayal Arc,random_selection,7,Player shares secrets and builds intimacy (turn 7),Friendly,0.949,0.785,0.000,0.000,-0.949,-0.785,0.000,0.000,0.495,0.434,sadness,JoyfulBehavior,emotional,50,0,50,false,0.999,0.885,0.000,0.000,-0.999,-0.885,0.000,0.000,0.538,0.471,sadness
Betrayal Arc,random_selection,8,Player shares secrets and builds intimacy (turn 8),Friendly,1.000,0.896,0.000,0.000,-1.000,-0.896,0.000,0.000,0.542,0.474,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Betrayal Arc,random_selection,9,Player shares secrets and builds intimacy (turn 9),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Betrayal Arc,random_selection,10,Player shares secrets and builds intimacy (turn 10),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,JoyfulBehavior,emotional,50,0,50,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Betrayal Arc,random_selection,11,Player shares secrets and builds intimacy (turn 11),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,JoyfulBehavior,emotional,50,0,50,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Betrayal Arc,random_selection,12,Player shares secrets and builds intimacy (turn 12),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,DefaultAcknowledgeBehavior,neutral,10,0,10,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Betrayal Arc,random_selection,13,Player shares secrets and builds intimacy (turn 13),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Betrayal Arc,random_selection,14,Player shares secrets and builds intimacy (turn 14),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,JoyfulBehavior,emotional,50,0,50,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Betrayal Arc,random_selection,15,Player shares secrets and builds intimacy (turn 15),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,DefaultAcknowledgeBehavior,neutral,10,0,10,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Betrayal Arc,random_selection,16,Player reveals they were lying the whole time and steals from NPC,Hostile,0.900,0.900,0.100,0.000,-0.900,-0.900,-0.100,0.000,0.514,0.475,disgust,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.900,0.900,0.000,-0.200,-0.900,-0.900,-0.000,0.200,0.543,0.500,disgust
Betrayal Arc,random_selection,17,Player continues hostile behavior (turn 17),Hostile,0.810,0.810,0.100,-0.180,-0.810,-0.810,-0.100,0.180,0.489,0.475,disgust,DefaultAcknowledgeBehavior,neutral,10,0,10,false,0.810,0.810,0.100,-0.180,-0.810,-0.810,-0.100,0.180,0.489,0.475,disgust
Betrayal Arc,random_selection,18,Player continues hostile behavior (turn 18),Hostile,0.729,0.729,0.190,-0.162,-0.729,-0.729,-0.190,0.162,0.440,0.452,disgust,DefaultAcknowledgeBehavior,neutral,10,0,10,false,0.729,0.729,0.190,-0.162,-0.729,-0.729,-0.190,0.162,0.440,0.452,disgust
Betrayal Arc,random_selection,19,Player continues hostile behavior (turn 19),Hostile,0.656,0.656,0.271,-0.146,-0.656,-0.656,-0.271,0.146,0.396,0.432,disgust,AggressiveBehavior { anger_threshold: 0.6 },emotional,80,0,80,false,0.656,0.456,0.421,-0.146,-0.656,-0.456,-0.421,0.146,0.339,0.420,sadness
Betrayal Arc,random_selection,20,Player continues hostile behavior (turn 20),Hostile,0.590,0.410,0.479,-0.131,-0.590,-0.410,-0.479,0.131,0.305,0.403,sadness,AggressiveBehavior { anger_threshold: 0.6 },emotional,80,0,80,false,0.590,0.210,0.629,-0.131,-0.590,-0.210,-0.629,0.131,0.248,0.390,anger
Betrayal Arc,random_selection,21,Player continues hostile behavior (turn 21),Hostile,0.531,0.189,0.666,-0.118,-0.531,-0.189,-0.666,0.118,0.223,0.376,anger,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.531,0.189,0.666,-0.118,-0.531,-0.189,-0.666,0.118,0.223,0.376,anger
Betrayal Arc,random_selection,22,Player continues hostile behavior (turn 22),Hostile,0.478,0.170,0.699,-0.106,-0.478,-0.170,-0.699,0.106,0.201,0.364,anger,DefaultAcknowledgeBehavior,neutral,10,0,10,false,0.478,0.170,0.699,-0.106,-0.478,-0.170,-0.699,0.106,0.201,0.364,anger
Betrayal Arc,random_selection,23,Player continues hostile behavior (turn 23),Hostile,0.430,0.153,0.729,-0.096,-0.430,-0.153,-0.729,0.096,0.180,0.352,anger,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.430,0.153,0.729,-0.096,-0.430,-0.153,-0.729,0.096,0.180,0.352,anger
Betrayal Arc,random_selection,24,Player continues hostile behavior (turn 24),Hostile,0.387,0.138,0.757,-0.086,-0.387,-0.138,-0.757,0.086,0.162,0.342,anger,AggressiveBehavior { anger_threshold: 0.6 },emotional,80,0,80,false,0.387,-0.062,0.907,-0.086,-0.387,0.062,-0.907,0.086,0.105,0.360,anger
Betrayal Arc,random_selection,25,Player continues hostile behavior (turn 25),Hostile,0.349,-0.056,0.800,-0.077,-0.349,0.056,-0.800,0.077,0.095,0.320,anger,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.349,-0.056,0.800,-0.077,-0.349,0.056,-0.800,0.077,0.095,0.320,anger
Betrayal Arc,random_selection,26,Player attempts reconciliation (turn 26),Friendly,0.464,0.050,0.720,-0.070,-0.464,-0.050,-0.720,0.070,0.157,0.326,anger,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.464,0.050,0.720,-0.070,-0.464,-0.050,-0.720,0.070,0.157,0.326,anger
Betrayal Arc,random_selection,27,Player attempts reconciliation (turn 27),Friendly,0.567,0.145,0.648,-0.063,-0.567,-0.145,-0.648,0.063,0.212,0.356,anger,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.567,0.145,0.648,-0.063,-0.567,-0.145,-0.648,0.063,0.212,0.356,anger
Betrayal Arc,random_selection,28,Player attempts reconciliation (turn 28),Friendly,0.661,0.230,0.583,-0.056,-0.661,-0.230,-0.583,0.056,0.263,0.383,sadness,JoyfulBehavior,emotional,50,0,50,false,0.711,0.330,0.583,-0.056,-0.711,-0.330,-0.583,0.056,0.306,0.420,sadness
Betrayal Arc,random_selection,29,Player attempts reconciliation (turn 29),Friendly,0.790,0.397,0.525,-0.051,-0.790,-0.397,-0.525,0.051,0.346,0.441,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.890,0.547,0.525,-0.051,-0.890,-0.547,-0.525,0.051,0.418,0.503,sadness
Betrayal Arc,random_selection,30,Player attempts reconciliation (turn 30),Friendly,0.951,0.593,0.472,-0.046,-0.951,-0.593,-0.472,0.046,0.447,0.515,sadness,JoyfulBehavior,emotional,50,0,50,false,1.000,0.693,0.472,-0.046,-1.000,-0.693,-0.472,0.046,0.490,0.553,sadness
Erratic Player,emotion_modulated,1,Player insults NPC (turn 1),Hostile,0.000,0.000,0.100,0.000,0.000,0.000,-0.100,0.000,0.000,0.025,anger,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.000,0.100,0.000,0.000,0.000,-0.100,0.000,0.000,0.025,anger
Erratic Player,emotion_modulated,2,Player asks random question (turn 2),Query,0.000,0.000,0.090,0.000,0.000,0.000,-0.090,0.000,0.000,0.023,anger,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.000,0.090,0.000,0.000,0.000,-0.090,0.000,0.000,0.023,anger
Erratic Player,emotion_modulated,3,Player waves awkwardly (turn 3),Greeting,0.150,0.100,0.081,0.000,-0.150,-0.100,-0.081,0.000,0.071,0.083,sadness,NeutralGreetingBehavior,neutral,20,0,20,false,0.150,0.100,0.081,0.000,-0.150,-0.100,-0.081,0.000,0.071,0.083,sadness
Erratic Player,emotion_modulated,4,Player compliments NPC (turn 4),Friendly,0.285,0.190,0.073,0.000,-0.285,-0.190,-0.073,0.000,0.136,0.137,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.285,0.190,0.073,0.000,-0.285,-0.190,-0.073,0.000,0.136,0.137,sadness
Erratic Player,emotion_modulated,5,Player insults NPC (turn 5),Hostile,0.257,0.171,0.166,0.000,-0.257,-0.171,-0.166,0.000,0.122,0.148,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.257,0.171,0.166,0.000,-0.257,-0.171,-0.166,0.000,0.122,0.148,sadness
Erratic Player,emotion_modulated,6,Player asks random question (turn 6),Query,0.231,0.154,0.149,0.000,-0.231,-0.154,-0.149,0.000,0.110,0.133,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.231,0.154,0.149,0.000,-0.231,-0.154,-0.149,0.000,0.110,0.133,sadness
Erratic Player,emotion_modulated,7,Player waves awkwardly (turn 7),Greeting,0.358,0.239,0.134,0.000,-0.358,-0.239,-0.134,0.000,0.170,0.183,sadness,NeutralGreetingBehavior,neutral,20,0,20,false,0.358,0.239,0.134,0.000,-0.358,-0.239,-0.134,0.000,0.170,0.183,sadness
Erratic Player,emotion_modulated,8,Player compliments NPC (turn 8),Friendly,0.472,0.315,0.121,0.000,-0.472,-0.315,-0.121,0.000,0.225,0.227,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.472,0.315,0.121,0.000,-0.472,-0.315,-0.121,0.000,0.225,0.227,sadness
Erratic Player,emotion_modulated,9,Player insults NPC (turn 9),Hostile,0.425,0.283,0.209,0.000,-0.425,-0.283,-0.209,0.000,0.202,0.229,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.425,0.283,0.209,0.000,-0.425,-0.283,-0.209,0.000,0.202,0.229,sadness
Erratic Player,emotion_modulated,10,Player asks random question (turn 10),Query,0.382,0.255,0.188,0.000,-0.382,-0.255,-0.188,0.000,0.182,0.206,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.382,0.255,0.188,0.000,-0.382,-0.255,-0.188,0.000,0.182,0.206,sadness
Erratic Player,emotion_modulated,11,Player waves awkwardly (turn 11),Greeting,0.494,0.329,0.169,0.000,-0.494,-0.329,-0.169,0.000,0.235,0.248,sadness,NeutralGreetingBehavior,neutral,20,0,20,false,0.494,0.329,0.169,0.000,-0.494,-0.329,-0.169,0.000,0.235,0.248,sadness
Erratic Player,emotion_modulated,12,Player compliments NPC (turn 12),Friendly,0.595,0.396,0.152,0.000,-0.595,-0.396,-0.152,0.000,0.283,0.286,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.595,0.396,0.152,0.000,-0.595,-0.396,-0.152,0.000,0.283,0.286,sadness
Erratic Player,emotion_modulated,13,Player insults NPC (turn 13),Hostile,0.535,0.357,0.237,0.000,-0.535,-0.357,-0.237,0.000,0.255,0.282,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.535,0.357,0.237,0.000,-0.535,-0.357,-0.237,0.000,0.255,0.282,sadness
Erratic Player,emotion_modulated,14,Player asks random question (turn 14),Query,0.482,0.321,0.213,0.000,-0.482,-0.321,-0.213,0.000,0.229,0.254,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.482,0.321,0.213,0.000,-0.482,-0.321,-0.213,0.000,0.229,0.254,sadness
Erratic Player,emotion_modulated,15,Player waves awkwardly (turn 15),Greeting,0.584,0.389,0.192,0.000,-0.584,-0.389,-0.192,0.000,0.278,0.291,sadness,NeutralGreetingBehavior,neutral,20,0,20,false,0.584,0.389,0.192,0.000,-0.584,-0.389,-0.192,0.000,0.278,0.291,sadness
Erratic Player,emotion_modulated,16,Player compliments NPC (turn 16),Friendly,0.675,0.450,0.173,0.000,-0.675,-0.450,-0.173,0.000,0.322,0.324,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.775,0.600,0.173,0.000,-0.775,-0.600,-0.173,0.000,0.393,0.387,sadness
Erratic Player,emotion_modulated,17,Player insults NPC (turn 17),Hostile,0.698,0.540,0.255,0.000,-0.698,-0.540,-0.255,0.000,0.354,0.373,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.698,0.540,0.255,0.000,-0.698,-0.540,-0.255,0.000,0.354,0.373,sadness
Erratic Player,emotion_modulated,18,Player asks random question (turn 18),Query,0.628,0.486,0.230,0.000,-0.628,-0.486,-0.230,0.000,0.318,0.336,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.628,0.486,0.230,0.000,-0.628,-0.486,-0.230,0.000,0.318,0.336,sadness
Erratic Player,emotion_modulated,19,Player waves awkwardly (turn 19),Greeting,0.715,0.537,0.207,0.000,-0.715,-0.537,-0.207,0.000,0.358,0.365,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.815,0.687,0.207,0.000,-0.815,-0.687,-0.207,0.000,0.429,0.427,sadness
Erratic Player,emotion_modulated,20,Player compliments NPC (turn 20),Friendly,0.884,0.719,0.186,0.000,-0.884,-0.719,-0.186,0.000,0.458,0.447,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.984,0.869,0.186,0.000,-0.984,-0.869,-0.186,0.000,0.529,0.510,sadness
Erratic Player,emotion_modulated,21,Player insults NPC (turn 21),Hostile,0.885,0.782,0.268,0.000,-0.885,-0.782,-0.268,0.000,0.476,0.484,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.885,0.782,0.268,0.000,-0.885,-0.782,-0.268,0.000,0.476,0.484,sadness
Erratic Player,emotion_modulated,22,Player asks random question (turn 22),Query,0.797,0.704,0.241,0.000,-0.797,-0.704,-0.241,0.000,0.429,0.435,sadness,CautiousBehavior,emotional,40,0,40,false,0.797,0.704,0.191,-0.100,-0.797,-0.704,-0.191,0.100,0.443,0.448,sadness
Erratic Player,emotion_modulated,23,Player waves awkwardly (turn 23),Greeting,0.867,0.733,0.172,-0.090,-0.867,-0.733,-0.172,0.090,0.470,0.466,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.967,0.883,0.172,-0.090,-0.967,-0.883,-0.172,0.090,0.542,0.528,sadness
Erratic Player,emotion_modulated,24,Player compliments NPC (turn 24),Friendly,1.000,0.895,0.155,-0.081,-1.000,-0.895,-0.155,0.081,0.553,0.533,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.155,-0.081,-1.000,-1.000,-0.155,0.081,0.583,0.559,disgust
Erratic Player,emotion_modulated,25,Player insults NPC (turn 25),Hostile,0.900,0.900,0.239,-0.073,-0.900,-0.900,-0.239,0.073,0.525,0.528,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.900,0.900,0.239,-0.073,-0.900,-0.900,-0.239,0.073,0.525,0.528,disgust
Erratic Player,emotion_modulated,26,Player asks random question (turn 26),Query,0.810,0.810,0.215,-0.066,-0.810,-0.810,-0.215,0.066,0.472,0.475,disgust,CautiousBehavior,emotional,40,0,40,false,0.810,0.810,0.165,-0.166,-0.810,-0.810,-0.165,0.166,0.487,0.488,disgust
Erratic Player,emotion_modulated,27,Player waves awkwardly (turn 27),Greeting,0.879,0.829,0.149,-0.149,-0.879,-0.829,-0.149,0.149,0.509,0.501,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.979,0.979,0.149,-0.149,-0.979,-0.979,-0.149,0.149,0.581,0.564,disgust
Erratic Player,emotion_modulated,28,Player compliments NPC (turn 28),Friendly,1.000,0.981,0.134,-0.134,-1.000,-0.981,-0.134,0.134,0.585,0.562,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.134,-0.134,-1.000,-1.000,-0.134,0.134,0.591,0.567,disgust
Erratic Player,emotion_modulated,29,Player insults NPC (turn 29),Hostile,0.900,0.900,0.220,-0.121,-0.900,-0.900,-0.220,0.121,0.532,0.535,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.900,0.900,0.220,-0.121,-0.900,-0.900,-0.220,0.121,0.532,0.535,disgust
Erratic Player,emotion_modulated,30,Player asks random question (turn 30),Query,0.810,0.810,0.198,-0.109,-0.810,-0.810,-0.198,0.109,0.478,0.482,disgust,CautiousBehavior,emotional,40,0,40,false,0.810,0.810,0.148,-0.209,-0.810,-0.810,-0.148,0.209,0.493,0.494,disgust
Erratic Player,fixed_priority,1,Player insults NPC (turn 1),Hostile,0.000,0.000,0.100,0.000,0.000,0.000,-0.100,0.000,0.000,0.025,anger,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.000,0.000,0.000,-0.200,0.000,0.000,-0.000,0.200,0.029,0.050,anticipation
